"id","Processo_Seletivo","nota","Modalidade_Inscrita","Numero_Chamada_Convocacao","Modalidade_Convocada","Codigo_Modalidade_Inscrita","Codigo_Modalidade_Convocada","Curso","mod_ins","mod_con","pub","bxa","ppi","pcd"
7539,"SISU2019",664.38,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7540,"SISU2019",663.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7541,"SISU2019",662.78,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7542,"SISU2019",662.54,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7543,"SISU2019",662.06,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7544,"SISU2019",661.7,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7545,"SISU2019",661.34,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7546,"SISU2019",661.16,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7547,"SISU2019",661.14,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7548,"SISU2019",660.14,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7549,"SISU2019",658.56,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7550,"SISU2019",657.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7551,"SISU2019",656.8,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7552,"SISU2019",656.56,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7553,"SISU2019",654.6,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7554,"SISU2019",652.36,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7555,"SISU2019",649.16,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7556,"SISU2019",649.1,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7557,"SISU2019",647.8,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7558,"SISU2019",645.24,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7559,"SISU2019",644.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7560,"SISU2019",643.7,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7561,"SISU2019",639.34,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7562,"SISU2019",638.42,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7563,"SISU2019",637.74,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7564,"SISU2019",635.68,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7565,"SISU2019",635,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7566,"SISU2019",632.8,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7567,"SISU2019",626.94,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7568,"SISU2019",626.26,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7569,"SISU2019",625.82,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7570,"SISU2019",625.4,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7571,"SISU2019",624.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7572,"SISU2019",624.24,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7573,"SISU2019",622.98,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7574,"SISU2019",621.64,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7575,"SISU2019",619.72,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7576,"SISU2019",618.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7577,"SISU2019",617.58,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7578,"SISU2019",616.02,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7579,"SISU2019",615.82,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7580,"SISU2019",614.48,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7581,"SISU2019",613.16,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7582,"SISU2019",610.28,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7583,"SISU2019",609,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7584,"SISU2019",607.7,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7585,"SISU2019",606.16,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7586,"SISU2019",604.6,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7587,"SISU2019",602.76,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7588,"SISU2019",601.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7589,"SISU2019",601.76,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7590,"SISU2019",600.88,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7591,"SISU2019",599.6,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7592,"SISU2019",597.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7593,"SISU2019",594.14,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7594,"SISU2019",586.18,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7595,"SISU2019",585,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7596,"SISU2019",584.44,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7597,"SISU2019",583.72,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7598,"SISU2019",581.96,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7599,"SISU2019",581.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7600,"SISU2019",575.18,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7601,"SISU2019",573.06,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7602,"SISU2019",572.58,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7603,"SISU2019",566.7,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7604,"SISU2019",566.1,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7605,"SISU2019",562.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7606,"SISU2019",558.3,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7607,"SISU2019",558.26,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7608,"SISU2019",552.04,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7609,"SISU2019",537.58,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7610,"SISU2019",524.86,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7611,"SISU2019",521.58,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7612,"SISU2019",516.44,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7613,"SISU2019",512.36,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7614,"SISU2019",508.54,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7615,"SISU2019",507.04,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7616,"SISU2019",506.56,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7617,"SISU2019",500.32,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7618,"SISU2019",495.68,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7619,"SISU2019",494.28,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7620,"SISU2019",493.54,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7621,"SISU2019",487.46,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7622,"SISU2019",479.42,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7623,"SISU2019",478.7,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7624,"SISU2019",460.96,9,NA,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7625,"SISU2019",445.92,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7626,"SISU2019",426.76,9,0,NA,"Ampla Concorrência","","MEDICINA","A0","NA",FALSE,FALSE,FALSE,FALSE
7644,"SISU2019",751.18,1,2,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
7751,"SISU2019",748.76,1,2,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
7779,"SISU2019",748.08,1,2,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
7876,"SISU2019",739.04,1,3,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
7955,"SISU2019",736.56,1,3,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
8013,"SISU2019",732.18,1,3,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
8085,"SISU2019",729.06,1,4,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
8141,"SISU2019",727.56,1,4,1,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","MEDICINA","L02","L02",TRUE,TRUE,TRUE,FALSE
8209,"SISU2019",726.96,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8234,"SISU2019",726.64,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8293,"SISU2019",723.46,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8389,"SISU2019",723.4,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8445,"SISU2019",723.24,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8472,"SISU2019",722.76,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8550,"SISU2019",716.66,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8582,"SISU2019",716.04,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8626,"SISU2019",714.98,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8675,"SISU2019",714.88,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8736,"SISU2019",712.3,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8782,"SISU2019",711.92,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8820,"SISU2019",710.32,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8842,"SISU2019",708.94,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8880,"SISU2019",708.52,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8925,"SISU2019",703.06,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8950,"SISU2019",702.34,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
8997,"SISU2019",701.8,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9012,"SISU2019",695.08,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9041,"SISU2019",689.58,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9068,"SISU2019",688.04,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9091,"SISU2019",685.36,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9114,"SISU2019",680.88,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9136,"SISU2019",680.16,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9161,"SISU2019",679.52,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9178,"SISU2019",678.98,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9194,"SISU2019",677.62,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9205,"SISU2019",677.28,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9228,"SISU2019",675.22,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9244,"SISU2019",674.04,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9257,"SISU2019",670.34,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9267,"SISU2019",670.12,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9289,"SISU2019",669.28,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9305,"SISU2019",667.32,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9317,"SISU2019",662.3,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9327,"SISU2019",662.22,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9339,"SISU2019",658.98,1,NA,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9361,"SISU2019",656.02,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
9370,"SISU2019",652.26,1,0,NA,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)","","MEDICINA","L02","NA",TRUE,TRUE,TRUE,FALSE
